#{"t_start": 1642220075.900665, "env_id": "KinovaSpoon-v2"}
r,l,t,is_success
62.0,50,370.705403,0.0
66.0,50,371.82321,0.0
64.0,50,372.941871,0.0
64.0,50,374.073655,0.0
67.0,50,375.191808,0.0
68.0,50,376.310543,0.0
64.0,50,377.42919,0.0
64.0,50,378.561167,0.0
66.0,50,379.679434,0.0
67.0,50,380.797778,0.0
67.0,50,381.916477,0.0
63.0,50,383.048893,0.0
58.0,50,384.16714,0.0
66.0,50,385.284893,0.0
65.0,50,386.403249,0.0
67.0,50,387.535627,0.0
68.0,50,388.653736,0.0
68.0,50,389.772497,0.0
68.0,50,390.890795,0.0
79.0,50,392.022911,0.0
69.0,50,393.141375,0.0
67.0,50,394.259904,0.0
80.0,50,395.391876,0.0
66.0,50,396.510571,0.0
81.0,50,397.628396,1.0
83.0,50,398.747088,1.0
81.0,50,399.879315,1.0
63.0,50,400.997244,0.0
85.0,50,402.121915,1.0
71.0,50,403.234298,0.0
76.0,50,404.366497,0.0
82.0,50,405.484739,1.0
78.0,50,406.603125,0.0
84.0,50,407.722123,1.0
81.0,50,408.854083,1.0
82.0,50,409.972586,1.0
81.0,50,411.090389,1.0
81.0,50,412.208935,1.0
81.0,50,413.341112,1.0
82.0,50,414.459157,1.0
77.0,50,415.577846,0.0
83.0,50,416.71,1.0
80.0,50,417.828406,0.0
85.0,50,418.94786,1.0
83.0,50,420.06505,1.0
85.0,50,421.197353,1.0
81.0,50,422.315428,1.0
81.0,50,423.433882,1.0
85.0,50,424.552072,1.0
84.0,50,425.684411,1.0
84.0,50,426.803172,1.0
84.0,50,427.921894,1.0
85.0,50,429.039894,1.0
83.0,50,430.171954,1.0
81.0,50,431.290304,1.0
81.0,50,432.408423,1.0
81.0,50,433.526881,1.0
83.0,50,434.659036,1.0
83.0,50,435.777596,1.0
85.0,50,436.896213,1.0
82.0,50,438.014822,1.0
84.0,50,439.138915,1.0
81.0,50,440.264971,1.0
81.0,50,441.38323,1.0
85.0,50,442.515672,1.0
81.0,50,443.63367,1.0
81.0,50,444.751973,1.0
81.0,50,445.870479,1.0
82.0,50,447.002757,1.0
81.0,50,448.121469,1.0
81.0,50,449.239693,1.0
83.0,50,450.358032,1.0
84.0,50,451.489791,1.0
84.0,50,452.608441,1.0
84.0,50,453.726779,1.0
82.0,50,454.845143,1.0
