#{"t_start": 1642220545.2205296, "env_id": "KinovaSpoon-v2"}
r,l,t,is_success
50.0,50,202.040941,0.0
61.0,50,203.15925,0.0
59.0,50,204.277834,0.0
50.0,50,205.395956,0.0
54.0,50,206.528199,0.0
61.0,50,207.646411,0.0
65.0,50,208.76476,0.0
50.0,50,209.884145,0.0
63.0,50,211.015423,0.0
50.0,50,212.134478,0.0
65.0,50,213.252624,0.0
66.0,50,214.371973,0.0
50.0,50,215.502918,0.0
66.0,50,216.621219,0.0
66.0,50,217.739552,0.0
68.0,50,218.857823,0.0
67.0,50,219.990034,0.0
67.0,50,221.108397,0.0
68.0,50,222.226995,0.0
67.0,50,223.345763,0.0
67.0,50,224.477493,0.0
67.0,50,225.596162,0.0
67.0,50,231.946247,0.0
67.0,50,232.853161,0.0
68.0,50,233.985111,0.0
67.0,50,235.103751,0.0
67.0,50,236.221625,0.0
69.0,50,237.340314,0.0
50.0,50,238.472366,0.0
50.0,50,239.590728,0.0
67.0,50,240.709105,0.0
68.0,50,241.833646,0.0
68.0,50,242.959629,0.0
66.0,50,244.117296,0.0
68.0,50,245.196641,0.0
67.0,50,246.31506,0.0
67.0,50,247.447242,0.0
66.0,50,248.565922,0.0
67.0,50,249.684266,0.0
66.0,50,250.802575,0.0
68.0,50,251.934415,0.0
67.0,50,253.052702,0.0
68.0,50,254.17111,0.0
68.0,50,255.303271,0.0
66.0,50,256.421916,0.0
67.0,50,257.540045,0.0
67.0,50,258.658071,0.0
68.0,50,259.790341,0.0
67.0,50,260.90941,0.0
68.0,50,262.027352,0.0
67.0,50,263.15021,0.0
67.0,50,264.278412,0.0
68.0,50,265.396545,0.0
68.0,50,266.514894,0.0
68.0,50,267.633474,0.0
67.0,50,268.765066,0.0
67.0,50,269.883613,0.0
67.0,50,271.001648,0.0
67.0,50,272.120353,0.0
67.0,50,273.252521,0.0
67.0,50,274.37092,0.0
68.0,50,275.489291,0.0
68.0,50,276.621354,0.0
67.0,50,277.740134,0.0
68.0,50,278.856962,0.0
67.0,50,279.976703,0.0
68.0,50,281.108957,0.0
67.0,50,282.227035,0.0
67.0,50,283.345407,0.0
68.0,50,284.464063,0.0
67.0,50,285.595661,0.0
67.0,50,286.714344,0.0
68.0,50,287.832736,0.0
68.0,50,288.951157,0.0
67.0,50,290.083269,0.0
67.0,50,291.201982,0.0
68.0,50,292.320358,0.0
68.0,50,293.438603,0.0
68.0,50,294.570776,0.0
68.0,50,295.688663,0.0
68.0,50,296.807415,0.0
67.0,50,297.92576,0.0
69.0,50,299.058395,0.0
69.0,50,300.176532,0.0
68.0,50,301.29462,0.0
68.0,50,302.426862,0.0
68.0,50,303.545469,0.0
70.0,50,304.663885,0.0
69.0,50,305.785334,0.0
69.0,50,306.914103,0.0
69.0,50,308.032646,0.0
68.0,50,309.150913,0.0
69.0,50,310.269282,0.0
78.0,50,311.401446,0.0
83.0,50,312.51969,1.0
83.0,50,313.638367,1.0
84.0,50,314.756464,1.0
83.0,50,315.888797,1.0
80.0,50,317.007302,0.0
85.0,50,318.125627,1.0
85.0,50,319.244457,1.0
84.0,50,320.376188,1.0
84.0,50,321.494429,1.0
80.0,50,322.612763,0.0
84.0,50,323.744987,1.0
83.0,50,324.863219,1.0
84.0,50,325.981696,1.0
82.0,50,327.09971,1.0
83.0,50,328.232332,1.0
82.0,50,329.350814,1.0
83.0,50,330.46944,1.0
81.0,50,331.587963,1.0
84.0,50,332.719296,1.0
84.0,50,333.838471,1.0
82.0,50,334.956309,1.0
81.0,50,336.074906,1.0
82.0,50,337.206908,1.0
83.0,50,338.325207,1.0
83.0,50,339.44364,1.0
83.0,50,340.561899,1.0
83.0,50,341.693903,1.0
85.0,50,342.819561,1.0
82.0,50,343.9315,1.0
84.0,50,345.049777,1.0
82.0,50,346.181743,1.0
80.0,50,347.299832,0.0
83.0,50,348.418281,1.0
83.0,50,349.550376,1.0
83.0,50,350.668688,1.0
84.0,50,351.787136,1.0
83.0,50,352.905963,1.0
82.0,50,354.037479,1.0
85.0,50,355.155902,1.0
85.0,50,356.274912,1.0
82.0,50,357.393293,1.0
83.0,50,358.5252,1.0
82.0,50,359.643708,1.0
83.0,50,360.761683,1.0
83.0,50,361.879982,1.0
82.0,50,363.012338,1.0
83.0,50,364.130687,1.0
85.0,50,365.249411,1.0
83.0,50,366.368138,1.0
82.0,50,367.499718,1.0
84.0,50,368.618179,1.0
81.0,50,369.736534,1.0
81.0,50,370.869052,1.0
83.0,50,371.987349,1.0
85.0,50,373.105681,1.0
83.0,50,374.224035,1.0
84.0,50,375.355854,1.0
82.0,50,376.474029,1.0
85.0,50,377.592655,1.0
82.0,50,378.711406,1.0
83.0,50,379.834488,1.0
81.0,50,380.961627,1.0
84.0,50,382.080006,1.0
83.0,50,383.198267,1.0
81.0,50,384.330563,1.0
85.0,50,385.448855,1.0
84.0,50,386.567489,1.0
81.0,50,387.685824,1.0
81.0,50,388.818323,1.0
83.0,50,389.935965,1.0
81.0,50,391.054709,1.0
84.0,50,392.173063,1.0
85.0,50,393.304976,1.0
83.0,50,394.423435,1.0
84.0,50,395.542153,1.0
82.0,50,396.674697,1.0
82.0,50,397.792302,1.0
85.0,50,398.910613,1.0
82.0,50,400.028948,1.0
85.0,50,401.161489,1.0
83.0,50,402.279768,1.0
83.0,50,403.398286,1.0
84.0,50,404.51638,1.0
85.0,50,405.648672,1.0
82.0,50,406.767409,1.0
82.0,50,407.885885,1.0
85.0,50,409.004037,1.0
83.0,50,410.135746,1.0
81.0,50,411.254633,1.0
82.0,50,412.372797,1.0
81.0,50,413.491266,1.0
85.0,50,414.624223,1.0
80.0,50,415.741734,0.0
82.0,50,416.860353,1.0
85.0,50,417.992191,1.0
81.0,50,419.111902,1.0
85.0,50,420.228832,1.0
85.0,50,421.347111,1.0
83.0,50,422.479426,1.0
82.0,50,423.598002,1.0
82.0,50,424.716133,1.0
81.0,50,425.834736,1.0
83.0,50,426.966615,1.0
83.0,50,428.08567,1.0
85.0,50,429.203902,1.0
80.0,50,430.321868,0.0
84.0,50,431.454046,1.0
85.0,50,432.572638,1.0
83.0,50,433.690686,1.0
39.0,28,434.492382,0.0
83.0,50,435.624094,1.0
84.0,50,436.743076,1.0
82.0,50,437.859357,1.0
85.0,50,438.979388,1.0
82.0,50,440.111511,1.0
82.0,50,441.229698,1.0
82.0,50,442.348179,1.0
84.0,50,443.466761,1.0
83.0,50,444.598983,1.0
85.0,50,445.717594,1.0
83.0,50,446.835996,1.0
83.0,50,447.967897,1.0
83.0,50,449.08619,1.0
81.0,50,450.204459,1.0
83.0,50,451.322733,1.0
85.0,50,452.454955,1.0
84.0,50,453.573309,1.0
83.0,50,454.69181,1.0
