,x,y,z,qx,qy,qz,qw,width
0,-0.0026253219693899155,0.006193605251610279,0.046359628438949585,0.07179819047451019,-0.14710243046283722,-0.7200338840484619,-0.6743568778038025,0.06412732601165771
1,0.007297107949852943,0.006665680091828108,0.0452096089720726,0.07179819047451019,-0.14710243046283722,-0.7200338840484619,-0.6743568778038025,0.06506910175085068
2,-0.00809447281062603,0.0021129362285137177,-0.014802221208810806,-0.01989893987774849,-0.04886981099843979,-0.07328701764345169,0.9959140419960022,0.05733741819858551
3,-0.009573672898113728,-0.007771722972393036,-0.014477499760687351,-0.01989893987774849,-0.04886981099843979,-0.07328701764345169,0.9959140419960022,0.055186428129673004
4,0.001460004597902298,0.001424163579940796,-0.009075909852981567,0.0784667432308197,-0.1167503371834755,-0.4200803339481354,-0.8965182304382324,0.06377343833446503
5,-0.005855288356542587,-0.010427167639136314,-0.03886191174387932,0.6292816400527954,0.760266125202179,0.08709410578012466,-0.135700523853302,0.06167062371969223
6,-0.0009248983114957809,0.0005710572004318237,-0.03757192939519882,0.8934423327445984,0.4225250482559204,0.1355275809764862,-0.06975531578063965,0.06306126713752747
7,0.0011670012027025223,0.0025637682992964983,0.020077716559171677,0.6569201350212097,0.7368251085281372,0.1400781124830246,-0.07696036994457245,0.06132624298334122
8,-0.00872931070625782,0.001587086240760982,0.019024591892957687,0.6569201350212097,0.7368251085281372,0.1400781124830246,-0.07696036994457245,0.05915646255016327
9,0.007644029334187508,-0.009246554225683212,0.03789844736456871,0.0973474532365799,-0.12261629104614258,-0.7237104177474976,-0.6721100807189941,0.06140516325831413
10,0.00334261916577816,-0.00552857480943203,0.00022050784900784492,-0.07928861677646637,-0.1425030678510666,-0.6933270692825317,0.7019285559654236,0.05783649533987045
11,-0.0032659173011779785,5.103007424622774e-05,-0.007667409721761942,0.12901492416858673,-0.09291087090969086,-0.7148391008377075,-0.680975615978241,0.0577138289809227
12,0.00670957937836647,0.0006038263672962785,-0.007238616701215506,-0.719720184803009,0.6763572692871094,0.09819702804088593,0.12206961214542389,0.059443771839141846
13,0.01668507605791092,0.0011566225439310074,-0.006809823680669069,0.12901492416858673,-0.09291087090969086,-0.7148391008377075,-0.680975615978241,0.059382401406764984
14,-0.011789409443736076,0.004550502169877291,0.0562715008854866,-0.7151303291320801,0.681084156036377,0.09576460719108582,0.12466787546873093,0.06587681174278259
15,0.0025123227387666702,-0.0005087875761091709,-0.06985137611627579,0.6871240139007568,0.7079191207885742,0.07939738780260086,-0.14285334944725037,0.06370066106319427
16,-0.003952989354729652,0.01269550807774067,0.024552779272198677,-0.7077896595001221,0.6888825297355652,0.112345390021801,0.10887228697538376,0.0600307360291481
17,0.011512125842273235,0.009941011667251587,-0.019104382023215294,-0.05049576610326767,0.007158929947763681,0.9985225796699524,-0.01875215768814087,0.0559888631105423
18,-0.00432162918150425,-0.007152514532208443,0.017863726243376732,-0.031596459448337555,0.9846475124359131,0.004504348151385784,0.17161163687705994,0.056624628603458405
19,0.006232679821550846,0.002310836687684059,0.05794450640678406,-0.03392746299505234,0.995872974395752,-0.040074966847896576,-0.0740273967385292,0.061456114053726196
